id,pubdate,title,body,link,section1,section2,section3
25562,2020-07-25 15:13,Liberty's Kia Nurse suffers injury in WNBA season opener,"Breanna Stewart had 18 points, eight rebounds and four steals in her first WNBA game since helping Seattle win the 2018 championship, sending the Storm past the New York Liberty 87-71 Saturday in the season opener for both teams.

The 2020 WNBA season, delayed and shortened by the coronavirus pandemic, will be played in a bubble at the IMG Academy.

Stewart missed all of last season after tearing her Achilles tendon while playing for her Russian club team in April 2019.

New York's Kia Nurse of Hamilton, Ont., left the game early in the second quarter because of an ankle injury and did not return.

WATCH | Kia Nurse leaves season opener with injury:

New York Liberty guard Kia Nurse has to be helped off the floor after falling awkwardly during the 2nd quarter. 0:57

Jewell Loyd scored 14 points and Sue Bird — who also missed the 2019, because of a knee injury — added 11 points, hitting 3 of 5 from three-point range, and five assists for Seattle.

Sabrina Ionescu had 12 points, six rebounds and four assists in her WNBA debut. Ionescu, the No. 1 pick in April's draft , was 4-of-17 shooting, including 0 of 8 from three-point range, and committed four turnovers.

Layshia Clarendon led the Liberty with 20 points.

WATCH | Breanna Stewart leads Storm past Liberty:

In her first WNBA game since the 2018 Finals, Breanna Stewart scored a team-high 18 points as her Seattle Storm defeated New York Liberty 87-71. 0:32

Neither team took the court for the national anthem and there was a 26 second moment of silence for Breonna Taylor. Taylor, an African American emergency medical technician, was shot dead in her apartment by Louisville Metro Police officers executing a no-knock search warrant on suspicion of drug possession. No drugs were found.

WATCH | WNBA players honour Breonna Taylor prior to tip-off:

Before the WNBA season tipped off it's announced that their season is dedicated to Breonna Taylor, the 26-year-old emergency medical technician who was shot and killed by police on March 13. 1:29

Loyd hit a three-pointer and then converted a three-point play before Stewart made a layup to make it 34-26 and the Storm led the rest of the way.

Jordin Canada scored six points during a 14-4 run to open the fourth quarter that gave the Storm their largest lead when she found Stewart for a three-pointer that capped the spurt and made it 80-61 with 4:44 to play.",https://www.cbc.ca/sports/basketball/wnba-season-opener-roundup-july-25-1.5663141?cmp=rss,sports,basketball,
25556,2020-07-25 14:07,Somalia's parliament ousts prime minister in vote of no-confidence amid power struggle,"Somalia's parliament ousted Prime Minister Hassan Ali Khaire in a no-confidence vote on Saturday, as a simmering power struggle between him and the president came to the fore.

Khaire and President Mohamed Abdullahi Mohamed have been tussling over whether to delay a national election due in February next year, with the prime minister insisting it go ahead and the president favouring postponement.

Mohamed elevated Deputy Prime Minister Mahdi Mohamed Guled to prime minister in an acting capacity, a statement issued by his office said, citing the need for continuity of government programs.

The president's allies have also accused Khaire of failing to stabilize the security situation.

""The government failed in its promise on the preparation of a clear plan for the one-man, one-vote election,"" said Mohamed Mursal Sheikh Abdirahman, the speaker of parliament, referring to the first direct election since civil war erupted in 1991.

The Horn of Africa country has been holding elections through representatives like elders in the past decade, due to insecurity caused by al-Shabaab militants in most areas.

Mohamed Abukar Islow, the internal security minister and a key ally of Khaire, accused the speaker and the president of plotting to remove the prime minister to extend their terms.

""It is a dark day,"" Islow said, terming the move unconstitutional due to the requirement that an election be held every four years. Khaire, a former oil company executive, was not immediately available for a comment.

The president pledged to hold ""a satisfactory election"" within the schedule, but the Forum of National Parties, a leading opposition group, was skeptical.

""The president is breeding political chaos that will be difficult to manage.... We warn against any attempt aimed at term extension,"" the group said.

Rashid Abdi, an independent Horn of Africa analyst, said Khaire's removal was inevitable because of differences with the president and the prime minister's ambition to be president one day.

""What was surprising was the swiftness with which it was done. There was no debate or negotiations,"" Abdi said.",https://www.cbc.ca/news/world/somalia-parliament-prime-minister-1.5663236?cmp=rss,news,world,
25554,2020-07-25 13:36,Hamilton's Kia Nurse leaves WNBA game with ankle sprain,"Hamilton's Kia Nurse leaves WNBA game with ankle sprain

New York Liberty guard Kia Nurse has to be helped off the floor after falling awkwardly during the 2nd quarter.",https://www.cbc.ca/sports/hamilton-s-kia-nurse-leaves-wnba-game-with-ankle-sprain-1.5663241?cmp=rss,sports,,
25553,2020-07-25 13:27,Fleetwood Mac guitarist Peter Green dies at 73,"Peter Green, the dexterous blues guitarist who led the first incarnation of Fleetwood Mac in a career shortened by psychedelic drugs and mental illness, has died at 73.

A law firm representing his family, Swan Turton, announced the death in a statement Saturday. It said he died ""peacefully in his sleep"" this weekend. A further statement will be issued in the coming days.

Green, to some listeners, was the best of the British blues guitarists of the 1960s. B.B. King once said Green ""has the sweetest tone I ever heard. He was the only one who gave me the cold sweats.""

Green also made a mark as a composer with Albatross, and as a songwriter with Oh Well and Black Magic Woman.

He crashed out of the band in 1971. Even so, Mick Fleetwood said in an interview with The Associated Press in 2017 that Green deserves the lion's share of the credit for the band's success.

""Peter was asked why did he call the band Fleetwood Mac. He said, `Well, you know I thought maybe I'd move on at some point and I wanted Mick and John (McVie) to have a band.' End of story, explaining how generous he was,"" said Fleetwood, who described Green as a standout in an era of great guitar work.

Gifted with guitar at age 10

Indeed, Green was so fundamental to the band that in its early days, it was called Peter Green's Fleetwood Mac.

Peter Allen Greenbaum was born on Oct. 29, 1946, in London. The gift of a cheap guitar put the 10-year-old Green on a musical path.

He was barely out of his teens when he got his first big break in 1966, replacing Eric Clapton in John Mayall's Bluesbreakers — initially for just a week in 1965 after Clapton abruptly took off for a Greek holiday. Clapton quit for good soon after and Green was in.

In the Bluesbreakers, he was reunited with Mick Fleetwood, a former colleague in Peter B's Looners. Mayall added bass player McVie soon after.

Members of the band Fleetwod Mac appear at the podium after being inducted into the Rock and Roll Hall of Fame in New York City on Jan. 12, 1998. From the left: John McVie, Mick Fleetwood, Christine McVie, Stevie Nicks, Peter Green and Lindsey Buckingham. (Reuters)

The three departed the next year, forming the core of the band initially billed as ""Peter Green's Fleetwood Mac featuring (guitarist) Jeremy Spencer.""

Fleetwood Mac made its debut at the British Blues and Jazz festival in the summer of 1967, which led to a recording contract, then an eponymous first album in February 1968. The album, which included ""Long Grey Mare"" and three other songs by Green, stayed on the British charts for 13 months.

The band's early albums were heavy blues-rock affairs marked by Green's fluid, evocative guitar style and gravelly vocals. Notable singles included Oh Well and the Latin-flavoured Black Magic Woman, later a hit for Carlos Santana.

But as the band flourished, Green became increasingly erratic, even paranoid. Drugs played a part in his unraveling.

On a tour in California, Green became acquainted with Augustus Owsley Stanley III, notorious supplier of powerful LSD to the The Grateful Dead and Ken Kesey, the anti-hero of Tom Wolfe's book The Electric Kool-Aid Acid Test.

""He was taking a lot of acid and mescaline around the same time his illness began manifesting itself more and more,"" Fleetwood said in 2015. ""We were oblivious as to what schizophrenia was back in those days, but we knew something was amiss.""

Green Manalishi, Green's last single for the band, reflected his distress.

In an interview with Johnny Black for Mojo magazine, Green said: ""I was dreaming I was dead and I couldn't move, so I fought my way back into my body. I woke up and looked around. It was very dark and I found myself writing a song. It was about money; The Green Manalishi is money.""

Drugs and mental illness took a toll

In some of his last appearances with the band, he wore a monk's robe and a crucifix. Fearing that he had too much money, he tried to persuade other band members to give their earnings to charities.

Green left Fleetwood Mac for good in 1971.

In his absence, the band's new lineup, including Christine McVie, Stevie Nicks and Lindsey Buckingham, gained enormous success with a more pop-tinged sound.

Green was confined in a mental hospital in 1977 after an incident with his manager. Testimony in court said Green had asked for money and then threatened to shoot out the windows of the manager's office.

He was released later in the year and married Jane Samuels, a Canadian, in 1978. They had a daughter, Rosebud, and divorced the following year. Green also has a son, Liam Firlej.

Green returned to performing in the 1990s with the Peter Green Splinter Group.

In 1998, he was inducted into the Rock and Roll Hall of Fame along with other past and present members of Fleetwood Mac.",https://www.cbc.ca/news/entertainment/peter-freen-fleetwood-mac-guitarist-obit-1.5663211?cmp=rss,news,entertainment,
25555,2020-07-25 13:25,U.S. removes 14-day quarantine for golfers at PGA Tour events,"Player, caddies and other essential golf personnel entering the United States for a PGA Tour event no longer must quarantine for 14 days.

Officials in the White House made the decision on Friday, and players were notified late in the day in an email, multiple outlets reported Saturday.

The email stated that players and support personnel won't be subject to the quarantine because the PGA Tour requires rigorous testing for COVID-19 and takes other health and safety precautions.

The change allows players to enter two of the biggest events of the abbreviated season: the WGC-FedEx St. Jude Invitational in Memphis, which begins Thursday, and the PGA Championship at TPC Harding Park in San Francisco the following week.

Lee Westwood, a former World No. 1 player now ranked No. 34, told reporters Saturday at the British Masters that the policy change won't affect his plans to stay in Europe.

""I know they've dropped the two-week quarantine now, but I still don't feel comfortable and I don't feel like it is right to jump on a plane for 12 hours,"" the Englishman said. ""I've felt like out of my comfort zone this week, so, if I got to Memphis, I would feel uncomfortable playing golf tournaments at the moment.""

Players will be subject to travel requirements of their countries when they return home.

Westwood, 47, continued:

""There is a lot more to consider. The two American tournaments, next week and the following week, I'm still concerned that America doesn't take it (the virus) as seriously as the rest of the world. It still seems to be one of the hot spots for outbreaks. I can control me not getting the virus and take all the measures I can, but somebody might pass it on. I don't really want to get ill with it and I'm slightly asthmatic. If I tested [positive] in Memphis I would have to stay there for two weeks.

""Right now there are too many ifs.""",https://www.cbc.ca/sports/golf/pga-tour-quarantine-rules-coronavirus-1.5663219?cmp=rss,sports,golf,
25557,2020-07-25 12:51,"Charity fundraising concerns, the future of retail, Canadians working from home | Business Panel","Charity fundraising concerns, the future of retail, Canadians working from home | Business Panel

The WE Charity controversy has cast a spotlight on charities that have for-profit arms and how they function. Where does the money go and what do you need to know before you give? Plus, many businesses are closing shop due to the coronavirus pandemic. What does it mean for the future of the retail landscape? And with millions of Canadians working from home, we discuss the implications for tax breaks and deductions.",https://www.cbc.ca/news/canada/charity-fundraising-concerns-the-future-of-retail-canadians-working-from-home-business-panel-1.5663248?cmp=rss,news,canada,
25552,2020-07-25 11:01,Andre De Grasse runs a speedy 100 metres at Back To The Track Series,"Canada's Andre De Grasse hasn't slowed down during the COVID-19 hiatus.

The 25-year-old from Markham, Ont., ran a fast 9.97 seconds in his 100-metre heat Friday night as part of the Back To The Track Series.

De Grasse, who won silver in the 200 metres and bronze in the 100 at the world championships in October, ran 9.97 again in a slightly wind-aided final to finish second behind American Noah Lyles (9.93).

American Trayvon Bromell ran 9.90 in his heat but didn't run the final.

WATCH | Lyles tops De Grasse in 100-metre final:

American Noah Lyles won in a wind-assisted 9.93 seconds, ahead of Andre De Grasse of Markham, Ont., who clocked 9.97 seconds at the Back to the Track Series in Clermont, Fla. on Friday. 0:56

A sub-10 time this early in a fragmented season is a impressive result for De Grasse, who captured three medals at the 2016 Rio Olympics but missed most of the next two years with a nagging hamstring injury.

WATCH | De Grasse clocks 9.97 seconds to win heat:

Triple Olympic medallist Andre De Grasse of Markham, Ont., won his 100 metre heat at the Back to the Track Series in Clermont, Fla., on Friday in a time of 9.97 seconds. 1:14

The track and field season has been virtually shut down since the global pandemic began in mid-March, with few international meets left on this year's schedule.

De Grasse, who lives in Jacksonville, Fla., was slated to run a 200 on Saturday. Track is Back is a series of meets hosted by the U.S. Track and Field Association.",https://www.cbc.ca/sports/olympics/summer/trackandfield/track-and-field-andre-de-grasse-florida-1.5663154?cmp=rss,sports,olympics,summer
25559,2020-07-25 11:00,"The week B.C. slipped: With COVID-19 cases on the rise, officials warn against pandemic fatigue","If you live in B.C. and have been watching the province's COVID-19 case numbers climb with growing unease this week, you're not alone.

B.C. has so far been heralded as a COVID-19 success story, having flattened its curve relatively early and avoided the worst-case scenario that would have seen intensive care units overwhelmed.

But cases have been steadily ticking upwards since the province entered Phase 3 of its gradual reopening — a scenario Provincial Health Officer Dr. Bonnie Henry warned would happen as people expanded their social bubbles.

B.C. health officials aren't in crisis mode just yet — saying because the surge isn't equally distributed across the province, and is largely contained to a particular demographic (younger people), it's not time to hit the panic button.

But for the first time since the height of the pandemic, health officials spent much of the week warning the public to pull back on social interactions, and ""recommit"" to physical distancing. And in a first since the province began to reopen, new public health orders were brought in to curb the spread of the virus, with Henry calling this week in B.C. ""a turning point.""

Signs at the entrance to the Fountainhead Pub provide guidelines to patrons. (Tina Lovgreen/CBC)

1,000 people isolating after B.C.'s largest public outbreak

On Friday afternoon the province announced a new community outbreak, this time on Haida Gwaii, with 13 total confirmed cases of COVID-19 to date.

And nearly 1,000 British Columbians are currently in self-isolation, with up to 86 cases now linked to public gatherings and parties in the Kelowna area.

Before the Kelowna outbreak, B.C. had avoided this kind of large, potentially super-spreading event. Previous outbreaks, including one in a neo-natal unit in Vancouver this week, were confined to workplaces, detention centres, health-care settings or long-term care homes.

Henry said the Kelowna outbreak is a prime example of why people need to keep groups small — to make contact tracing effective. In some cases related to the Kelowna gatherings, people had been in contact with people they did not know, making contact tracing impossible.

As a result of the outbreak, the province has announced new restrictions limiting the number of people allowed on rental properties and boats, including houseboats.

Henry also announced new measures for restaurants, bars and nightclubs. All patrons will be required to be seated, alcohol self-service will not be available (which means no ordering from the bar), and dance floors will be closed. Henry also reiterated that people should not be moving tables together or attempting to exceed the limit on six people at gatherings, after a number of restaurants reported that people were trying to bend the rules.

'You're better than that'

In the age of physical distancing and camera phones, no bending of the rules goes unposted.

It was a lesson learned this week by revellers at a Third Beach drum circle in Vancouver, and by Vancouver Mayor Kennedy Stewart himself.

On Tuesday night, images of hundreds of people drumming and dancing on the beach spread quickly on social media, drawing widespread condemnation.

Henry addressed the images, saying that while the likelihood of spread is lower outdoors, the risk is not zero. She said people should enjoy B.C.'s beaches, but keep groups small and distanced from others.

Meanwhile, Stewart was photographed last week sitting at a West End restaurant patio table with seven other people, violating a public health order that allows no more than six people to sit together at a restaurant table. He later explained he and his wife were joined by two other couples from his immediate family for a meal outside. He said the group grew when more family members arrived, noting ""it's easy to make a mistake.""

When pressed about public faux pas in COVID-19 briefings, Dix and Henry repeatedly said the vast majority of British Columbians appear to be following public health guidelines, and that instances where they are being violated tend to garner significant attention because they happen in public.

But commenting on a number of events this week, Premier John Horgan was less forgiving in his tone, saying ""I have to say to British Columbians: Come on. You're better than that.""

Canada's Chief Public Health Officer Dr. Theresa Tam called on Canadians to resist giving in to pandemic fatigue as novel coronavirus cases among young people surge. Across Canada, cases in people under the age of 39 account for 60 per cent of new cases reported this week, with over a third ending up in hospital.

Watch | Premier says an increase in caseload was expected in Phase 3, but ""that doesn't mean you can be reckless"":

John Horgan says the province doesn't believe in penalizing people, but he's encouraging British Columbians to behave better. 1:49

New guidelines for safe sex

This week the B.C. Centre for Disease Control (BCCDC) listed new guidelines for safe sex during the pandemic. The BCCDC said masturbation is the most risk-free choice — ""you are your safest partner"" — and that your next-safest sex partner is someone in your household, or someone who has close contact with you and nobody else.

But officials also acknowledged not everyone has sex exclusively with a single, live-in partner, and provided practical guidance for people hoping to be safely intimate.

People who are dating or having casual sex should avoid kissing and wear a mask, as ""heavy breathing during sex can create more droplets that may transmit COVID-19.""

The centre recommended choosing sexual positions that limit face-to-face contact. It said condoms, lubricant and dental dams should be used to reduce contact with saliva, semen and feces during sex. (The virus has been found in semen and feces, but it is not yet clear if the coronavirus can be sexually transmitted.)

""Use barriers, like walls (e.g., glory holes), that allow for sexual contact but prevent close face-to-face contact,"" the guidelines state.

B.C. matching $1 billion

A week after projecting a $12.5 billion deficit, the B.C. government said it is matching $1 billion in federal government money to address the impacts of COVID-19 and help restart the economy.

Premier John Horgan said in a news release the funding will secure some of B.C.'s share of the federal government's $19-billion ""Safe Restart'' plan for the country. It says the money will support local governments and transit operators that have revenue shortfalls created by the pandemic.

Finance Minister Carole James says the federal government's restart program also includes funds to support health care, child care, vulnerable populations and a sick leave program.",https://www.cbc.ca/news/canada/british-columbia/covid19-cases-rise-b-c-pandemic-fatigue-warning-1.5662201?cmp=rss,news,canada,british-columbia
25549,2020-07-25 10:56,Storm Hanna becomes hurricane as it heads to Texas coast,"Storm Hanna on Saturday morning became the first hurricane of the 2020 Atlantic season, as it is set to make landfall along the Texas coast in the afternoon or early evening, the U.S. National Hurricane Center said.

Hanna was located about 145 kilometres east-northeast of Port Mansfield, Texas, packing maximum sustained winds of 120 km/h, the NHC said.

""Additional strengthening is forecast before Hanna makes landfall later today,"" the Miami-based forecaster said, adding that the hurricane will rapidly weaken after it moves inland.

Hanna is expected to produce heavy rains across portions of southern Texas and northeastern Mexico, the NHC said, ""These rains could result in life-threatening flash flooding and isolated minor to moderate river flooding.""

The U.S. National Weather Service warned of possible tornadoes.",https://www.cbc.ca/news/world/hurricane-hanna-texas-1.5663150?cmp=rss,news,world,
25558,2020-07-25 10:26,"Ontario reports 138 new COVID-19 cases after labs complete nearly 30,000 tests","Ontario reported 138 new COVID-19 cases on Saturday after its network of labs completed nearly 30,000 tests on Friday, a number that the health minister calls a ""milestone.""

Health Minister Christine Elliott said in a series of tweets on Saturday that the numbers of people hospitalized, admitted to intensive care units and intubated have all decreased.

For a second day in a row, 66 per cent of the new cases reported on Saturday are under the age of 40.

Twenty-seven out of 34 public health units in Ontario are reporting five or fewer cases. A full 16 are reporting no cases at all, Elliott said.

Ottawa is reporting 28 new cases on Saturday, while Windsor-Essex is reporting 33, Toronto is reporting 23, while Peel Region is reporting 12.

Elliott said the province has processed more than two million tests since the pandemic began in late January.

""Testing will remain a critical part of our plan to defeat this virus,"" she said.

Elliot said the daily new case numbers represent a 0.4 per cent increase.

Today, as Ontario reports 138 cases of <a href=""https://twitter.com/hashtag/COVID19?src=hash&ref_src=twsrc%5Etfw"">#COVID19</a>, a 0.4% increase, we’ve reached another milestone: having processed nearly 30,000 tests yesterday, we’ve now processed over 2M tests since the pandemic started. Testing will remain a critical part of our plan to defeat this virus. —@celliottability

On its website, the Ontario government reported on Saturday that it has a cumulative total of 38,543 cases, with 34,240 of those cases now marked as resolved.

Officially, a total of 2,759 people have died of COVID-19 in Ontario. Currently, 97 people are hospitalized, 30 are in intensive care units, with 21 of that number on ventilators.

Of the official death toll of 2,759, the number of males who have died is 1,255, while the number of females is 1,464. The sex of 40 people who have died is unknown, according to Alexandra Hilkene, spokesperson for Elliott.

A CBC News count based on data provided directly by public health units, which avoids lag times in the provincial reporting system, puts the real current toll at 2,792 as of 12:30 p.m. on Saturday.

Advocacy group opposes plan to mandate tests on farms

A group representing migrant workers is criticizing a proposal to mandate COVID-19 tests on farms in southwestern Ontario.

Chris Ramsaroop, a spokesperson for Justice for Migrant Workers, says mandatory testing will lead to ""criminalization and heightened surveillance"" of the workers.

But Premier Doug Ford and the medical officer of health in Windsor-Essex say they are considering the measure.

Farms have been hard hit by the novel coronavirus in recent weeks.

Officials announced on Friday that Windsor-Essex now has the highest rate of COVID-19 in the province.

During his province-wide tour on Friday, Ontario Premier Doug Ford said he may consult a constitutional lawyer to help the province decide if it can make COVID-19 testing mandatory for migrant workers on farms. (CBC)

Announcement on Stage 3 coming next Wednesday

Toronto, Peel and Windsor-Essex continue to be in Stage 2 of the province's reopening plan, but the premier has said an update on whether or not they will be able to proceed to Stage 3 will be made next Wednesday.

Ford said on Friday that health officials have asked for more time to ""analyze the numbers"" in the three areas.

""And I've always said, we can't rush this,"" Ford told reporters. ""I'm hopeful we'll have some good news to share on Wednesday.""

Stage 3, among other things, means residents would be allowed to dine indoors at restaurants or drink in pubs. Gyms and movie theatres would also be allowed to reopen.

Under Stage 3, limits on gatherings would increase to a maximum of 50 people indoors and a maximum of 100 people outdoors, with physical distancing in place.

A total of 31 public health units are now in Stage 3 in Ontario

Seven more regions, or public health units, formally entered Stage 3 on Friday, joining the 24 that moved into Stage 3 on July 17.",https://www.cbc.ca/news/canada/toronto/ontario-covid-19-july-25-cases-tests-pandemic-omnibus-1.5663149?cmp=rss,news,canada,toronto
25546,2020-07-25 7:46,Coronavirus: What's happening around the world on Saturday,"The latest:

Chief public health officer warns of pandemic 'fatigue' as COVID cases surge among young people.

Health experts ask Ottawa to decide on funding domestic vaccine trial.

Worldwide coronavirus cases cross 15.8 million, death toll at 638,271.

Florida passes 400,000 coronavirus cases.

Stranded Filipinos cram into baseball stadium amid coronavirus risks.

Ottawa says COVID-19 tracing app now in beta testing.

Canada's chief public health officer issued a pre-weekend warning to young people to be cautious to prevent the spread of COVID-19, after an uptick in cases, largely among people in their 20s and 30s.

Dr. Theresa Tam says there's a worrisome trend of rising infections among people aged 20 to 39. She noted that less than one per cent of Canadians have been infected, which means the population remains highly susceptible to getting sick.

Tam said the peak of new daily cases arrived in early May, when the average daily case count was 1,800. That number fell to 273 in early July but has crept back up to 487 in the last seven days.

WATCH | The challenge to contact trace passengers as Canadian air travel picks up:

As Canadian air travel begins to pick up, some hope a new national contract tracing app that is now in beta testing will help warn people of possible exposure to COVID-19. Others warn limitations in technology and passenger information gathering will hinder it. 1:55

Federal Health Minister Patty Hajdu has urged Canadians to ask themselves before going out this weekend — ""Is what I'm about to do worth the risk?""

Hadju on Friday said the government needs to do a better job tailoring its public health messaging to younger Canadians. She said her department is working on new language and new ways for connecting with an age group the government often struggles to reach.

""I have had a pit in my stomach that I haven't felt quite frankly since February or March when we saw our numbers start to surge,"" she said.

WATCH | Going to a playground during the pandemic: What to expect:

As playgrounds reopen during the COVID-19 pandemic, National co-host Andrew Chang walks through the risks and how to keep kids safe. 1:42

She said the federal government has launched an online tool to help Canadians evaluate the risks of various activities and behaviours, which will be integrated with the COVID-19 tracing app now in the beta testing phase. The government also has posted online reminders of the risk level for certain behaviours.

More than 15.8 million people have been reported to be infected by the novel coronavirus globally and 638,271 have died, according to a Reuters tally. Infections have been reported in more than 210 countries and territories since the first cases were identified in China in December 2019.

In the United States, a world-leading 4.1 million cases have been confirmed and more than 145,000 people have died from COVID-19.

""We have to change our behaviour now, before this virus completely moves back up through the north,"" said Dr. Deborah Birx, who is with the White House coronavirus task force.

Fans outside the ballpark stand as the U.S. national anthem is performed inside Fenway Park before the shortened season opening MLB baseball game between the Baltimore Orioles and the Boston Red Sox, played before an empty ballpark because of COVID-19 in Boston, Mass., on Friday. (Brian Snyder/Reuters)

""This first wave that we see now across Florida, Texas, California and Arizona began with under-30-year-olds, many who were asymptomatic and didn't know they were spreading it,"" she said.

Texas was approaching 400,000 cases on Friday, while Florida passed that mark, according to health officials.

WATCH | Can kids wear masks all day, and other school questions:

Doctors answer questions about reopening schools during the COVID-19 pandemic including whether it’s safe and what precautions are needed to mitigate spread of the virus. 5:29

Recovering from even mild coronavirus infections can take at least two to three weeks, according to a study published Friday and led by researchers at the U.S. Centers for Disease Control and Prevention.

They surveyed 274 patients in several states who tested positive for the virus. After three weeks of having symptoms, about one-third of middle-aged adults had not fully recovered, and for those 50 and older, the rate was almost half. Patients with chronic illness, especially obesity, were more likely to have lingering symptoms.

What's happening with coronavirus in Canada

As of 8 p.m. ET on Friday, Canada has seen 113,206 confirmed coronavirus cases. There are 5,418 active cases overall in the provinces and territories, with 98,873 listed as recovered or resolved. A CBC News tally based on provincial reports, regional health information and CBC's reporting indicates that 8,915 Canadians have died.

WATCH | Should bars and restaurants be shut down following uptick?

Infectious disease expert Dr. Isaac Bogoch says indoor spaces like bars and restaurants are contributing to the uptick in coronavirus cases among younger people, but shutting them down may not be the answer. 3:04

The Windsor-Essex area now has the highest rate of COVID-19 cases in Ontario, the region's top doctor said Friday as community spread and outbreaks on local farms continued to grow.

Medical officer of health Dr. Wajid Ahmed said new case rates in the southwestern Ontario region passed Toronto and Peel this week with 484 cases per 100,000 people.

WATCH | COVID-19 is becoming more common in young people

Whether it's because they're returning to work or socializing more, COVID-19 is becoming more common in young people, says infectious disease researcher Craig Jenne. 6:32

Ahmed said the surge may be attributable to loosened public health restrictions that took effect when the region entered Stage 2 of the provincial economic recovery plan weeks ago. The cases are ""stretching"" local hospital capacity in Windsor and Leamington, Ont., he added.

Windsor-Essex reported 53 new cases of COVID-19 on Friday, attributing 43 of those to agri-food workers.

Newfoundland and Labrador reported one new confirmed case of COVID-19 on Friday, involving a woman in the Eastern Health region between the ages of 20 and 39.

The woman is a resident of the province who had recently returned from travel in Southeast Asia. Officials say the woman was symptomatic during her return home and went into self-isolation upon her arrival.

The province has reported a total of 265 cases of COVID-19, 259 of which are considered recovered.

What's happening in the rest of the world

Russia on Saturday reported 5,871 new coronavirus cases and 146 more deaths from the respiratory disease.

The nationwide tally of infections has risen to 806,720, Russia's coronavirus crisis response centre said. The death toll now stands at 13,192, and 597,140 people have recovered.

The number of confirmed coronavirus cases in Bulgaria passed 10,000 on Saturday, as the Balkan country reported 270 infections in the past 24 hours,

official data showed.

Eight people had died from the virus overnight, taking the official death toll to 337. Total infections stand at 10,123.Some 5,252 people have recovered, data from the official coronavirus information platform showed.

Police officers check documents of commuters in Kokata, India on Saturday, one of two days during the week when a lockdown has been imposed in West Bengal state to prevent the spread of the coronavirus. India is the third hardest-hit country by the pandemic after the U.S. and Brazil. (Bikas Das/The Associated Press)

Vietnam reported its first local coronavirus infection for more than three months on Saturday after a man in the central city of Danang tested positive four

times for the virus, a government statement said.

Thanks to strict quarantine measures and an aggressive and widespread testing program, Vietnam had kept its virus total to an impressively low 415 cases, and had reported no locally transmitted infections for 100 days.

Filipinos stranded due to COVID-19 restrictions crammed inside a baseball stadium on Friday while waiting to be transported back to their provinces through a government transportation program at the Rizal Memorial Sports Complex in Manila. (Eloisa Lopez/Reuters)

In the Philippines, thousands of people were crammed into a baseball stadium in Manila on Saturday, breaking social distancing rules despite coronavirus risks, after people wanting to return to their home provinces flooded a government transportation program.

Officials had reserved the stadium as a place to test people before transporting them back to their home provinces under a program to help people who had lost their jobs in the capital return to their families elsewhere.

Officials had planned for 7,500 people to arrive at the stadium from Friday, but were caught out when another 2,000 people who were not yet scheduled to travel headed there anyway.

Hong Kong reported 133 new coronavirus cases on Saturday, including 126 that were locally transmitted, a record for a daily increase, as authorities warned that the city faces a critical period in containing the virus.

The Asian financial hub reported 123 new cases on Friday, after it extended strict social distancing measures this week.

Since late January, more than 2,000 people have been infected in Hong Kong, 18 of whom have died.

WATCH | Britain's indoor mask rules go into effect:

Face coverings are now required inside most enclosed public spaces in England. England is also offering most people a free flu vaccine to guard against overwhelming hospitals this flu season. 3:31

In England, swimming pools and gyms were starting to reopen Saturday for the first time since the U.K. went into lockdown in March. At least a third of public pools were expected to remain closed.

The country's new rules on masks-wearing took effect Friday, with face-coverings required to enter banks, stores and food shops. Refusing to follow the rule can result in hefty fines.",https://www.cbc.ca/news/world/coronavirus-july-25-covid-19-1.5663078?cmp=rss,news,world,
